treat,age,educ,black,hispan,married,nodegree,re74,re75,re78
1,37,11,1,0,1,1,0.0000,0.0000,9930.0460
1,22,9,0,1,0,1,0.0000,0.0000,3595.8940
1,30,12,1,0,0,0,0.0000,0.0000,24909.4500
1,27,11,1,0,0,1,0.0000,0.0000,7506.1460
1,33,8,1,0,0,1,0.0000,0.0000,289.7899
1,22,9,1,0,0,1,0.0000,0.0000,4056.4940
1,23,12,1,0,0,0,0.0000,0.0000,0.0000
1,32,11,1,0,0,1,0.0000,0.0000,8472.1580
1,22,16,1,0,0,0,0.0000,0.0000,2164.0220
1,33,12,0,0,1,0,0.0000,0.0000,12418.0700
1,19,9,1,0,0,1,0.0000,0.0000,8173.9080
1,21,13,1,0,0,0,0.0000,0.0000,17094.6400
1,18,8,1,0,0,1,0.0000,0.0000,0.0000
1,27,10,1,0,1,1,0.0000,0.0000,18739.9300
1,17,7,1,0,0,1,0.0000,0.0000,3023.8790
1,19,10,1,0,0,1,0.0000,0.0000,3228.5030
1,27,13,1,0,0,0,0.0000,0.0000,14581.8600
1,23,10,1,0,0,1,0.0000,0.0000,7693.4000
1,40,12,1,0,0,0,0.0000,0.0000,10804.3200
1,26,12,1,0,0,0,0.0000,0.0000,10747.3500
1,23,11,1,0,0,1,0.0000,0.0000,0.0000
1,41,14,0,0,0,0,0.0000,0.0000,5149.5010
1,38,9,0,0,0,1,0.0000,0.0000,6408.9500
1,24,11,1,0,0,1,0.0000,0.0000,1991.4000
1,18,10,1,0,0,1,0.0000,0.0000,11163.1700
1,29,11,1,0,1,1,0.0000,0.0000,9642.9990
1,25,11,1,0,0,1,0.0000,0.0000,9897.0490
1,27,10,0,1,0,1,0.0000,0.0000,11142.8700
1,17,10,1,0,0,1,0.0000,0.0000,16218.0400
1,24,11,1,0,0,1,0.0000,0.0000,995.7002
1,17,10,1,0,0,1,0.0000,0.0000,0.0000
1,48,4,1,0,0,1,0.0000,0.0000,6551.5920
1,25,11,1,0,1,1,0.0000,0.0000,1574.4240
1,20,12,1,0,0,0,0.0000,0.0000,0.0000
1,25,12,1,0,0,0,0.0000,0.0000,3191.7530
1,42,14,1,0,0,0,0.0000,0.0000,20505.9300
1,25,5,1,0,0,1,0.0000,0.0000,6181.8800
1,23,12,1,0,1,0,0.0000,0.0000,5911.5510
1,46,8,1,0,1,1,0.0000,0.0000,3094.1560
1,24,10,1,0,0,1,0.0000,0.0000,0.0000
1,21,12,1,0,0,0,0.0000,0.0000,1254.5820
1,19,9,0,0,0,1,0.0000,0.0000,13188.8300
1,17,8,1,0,0,1,0.0000,0.0000,8061.4850
1,18,8,0,1,1,1,0.0000,0.0000,2787.9600
1,20,11,1,0,0,1,0.0000,0.0000,3972.5400
1,25,11,1,0,1,1,0.0000,0.0000,0.0000
1,17,8,1,0,0,1,0.0000,0.0000,0.0000
1,17,9,1,0,0,1,0.0000,0.0000,0.0000
1,25,5,1,0,0,1,0.0000,0.0000,12187.4100
1,23,12,1,0,0,0,0.0000,0.0000,4843.1760
1,28,8,1,0,0,1,0.0000,0.0000,0.0000
1,31,11,1,0,1,1,0.0000,0.0000,8087.4870
1,18,11,1,0,0,1,0.0000,0.0000,0.0000
1,25,12,1,0,0,0,0.0000,0.0000,2348.9730
1,30,11,1,0,1,1,0.0000,0.0000,590.7818
1,17,10,1,0,0,1,0.0000,0.0000,0.0000
1,37,9,1,0,0,1,0.0000,0.0000,1067.5060
1,41,4,1,0,1,1,0.0000,0.0000,7284.9860
1,42,14,1,0,1,0,0.0000,0.0000,13167.5200
1,22,11,0,0,0,1,0.0000,0.0000,1048.4320
1,17,8,1,0,0,1,0.0000,0.0000,0.0000
1,29,8,1,0,0,1,0.0000,0.0000,1923.9380
1,35,10,1,0,0,1,0.0000,0.0000,4666.2360
1,27,11,1,0,0,1,0.0000,0.0000,549.2984
1,29,4,1,0,0,1,0.0000,0.0000,762.9146
1,28,9,1,0,0,1,0.0000,0.0000,10694.2900
1,27,11,1,0,0,1,0.0000,0.0000,0.0000
1,23,7,0,0,0,1,0.0000,0.0000,0.0000
1,45,5,1,0,1,1,0.0000,0.0000,8546.7150
1,29,13,1,0,0,0,0.0000,0.0000,7479.6560
1,27,9,1,0,0,1,0.0000,0.0000,0.0000
1,46,13,1,0,0,0,0.0000,0.0000,647.2046
1,18,6,1,0,0,1,0.0000,0.0000,0.0000
1,25,12,1,0,0,0,0.0000,0.0000,11965.8100
1,28,15,1,0,0,0,0.0000,0.0000,9598.5410
1,25,11,0,0,0,1,0.0000,0.0000,18783.3500
1,22,12,1,0,0,0,0.0000,0.0000,18678.0800
1,21,9,1,0,0,1,0.0000,0.0000,0.0000
1,40,11,1,0,0,1,0.0000,0.0000,23005.6000
1,22,11,1,0,0,1,0.0000,0.0000,6456.6970
1,25,12,1,0,0,0,0.0000,0.0000,0.0000
1,18,12,1,0,0,0,0.0000,0.0000,2321.1070
1,38,12,0,0,0,0,0.0000,0.0000,4941.8490
1,27,13,1,0,0,0,0.0000,0.0000,0.0000
1,27,8,1,0,0,1,0.0000,0.0000,0.0000
1,38,11,1,0,0,1,0.0000,0.0000,0.0000
1,23,8,0,1,0,1,0.0000,0.0000,3881.2840
1,26,11,1,0,0,1,0.0000,0.0000,17230.9600
1,21,12,0,0,0,0,0.0000,0.0000,8048.6030
1,25,8,1,0,0,1,0.0000,0.0000,0.0000
1,31,11,1,0,1,1,0.0000,0.0000,14509.9300
1,17,10,1,0,0,1,0.0000,0.0000,0.0000
1,25,11,1,0,0,1,0.0000,0.0000,0.0000
1,21,12,1,0,0,0,0.0000,0.0000,9983.7840
1,44,11,1,0,0,1,0.0000,0.0000,0.0000
1,25,12,0,0,0,0,0.0000,0.0000,5587.5030
1,18,9,1,0,0,1,0.0000,0.0000,4482.8450
1,42,12,1,0,0,0,0.0000,0.0000,2456.1530
1,25,10,1,0,0,1,0.0000,0.0000,0.0000
1,31,9,0,1,0,1,0.0000,0.0000,26817.6000
1,24,10,1,0,0,1,0.0000,0.0000,0.0000
1,26,10,1,0,0,1,0.0000,0.0000,9265.7880
1,25,11,1,0,0,1,0.0000,0.0000,485.2298
1,18,11,1,0,0,1,0.0000,0.0000,4814.6270
1,19,11,1,0,0,1,0.0000,0.0000,7458.1050
1,43,9,1,0,0,1,0.0000,0.0000,0.0000
1,27,13,1,0,0,0,0.0000,0.0000,34099.2800
1,17,9,1,0,0,1,0.0000,0.0000,1953.2680
1,30,11,1,0,0,1,0.0000,0.0000,0.0000
1,26,10,1,0,1,1,2027.9990,0.0000,0.0000
1,20,9,1,0,0,1,6083.9940,0.0000,8881.6650
1,17,9,0,1,0,1,445.1704,74.3435,6210.6700
1,20,12,1,0,0,0,989.2678,165.2077,0.0000
1,18,11,1,0,0,1,858.2543,214.5636,929.8839
1,27,12,1,0,1,0,3670.8720,334.0493,0.0000
1,21,12,0,0,0,0,3670.8720,334.0494,12558.0200
1,27,12,1,0,0,0,2143.4130,357.9499,22163.2500
1,20,12,1,0,0,0,0.0000,377.5686,1652.6370
1,19,10,1,0,0,1,0.0000,385.2741,8124.7150
1,23,12,1,0,0,0,5506.3080,501.0741,671.3318
1,29,14,1,0,0,0,0.0000,679.6734,17814.9800
1,18,10,1,0,0,1,0.0000,798.9079,9737.1540
1,19,9,1,0,0,1,0.0000,798.9079,17685.1800
1,27,13,0,0,1,0,9381.5660,853.7225,0.0000
1,18,11,0,0,0,1,3678.2310,919.5579,4321.7050
1,27,9,1,0,1,1,0.0000,934.4454,1773.4230
1,22,12,1,0,0,0,5605.8520,936.1773,0.0000
1,23,10,1,0,1,1,0.0000,936.4386,11233.2600
1,23,12,0,1,0,0,9385.7400,1117.4390,559.4432
1,20,11,1,0,0,1,3637.4980,1220.8360,1085.4400
1,17,9,1,0,0,1,1716.5090,1253.4390,5445.2000
1,28,11,1,0,0,1,0.0000,1284.0790,60307.9300
1,26,11,1,0,1,1,0.0000,1392.8530,1460.3600
1,20,11,1,0,0,1,16318.6200,1484.9940,6943.3420
1,24,11,1,0,1,1,824.3886,1666.1130,4032.7080
1,31,9,1,0,0,1,0.0000,1698.6070,10363.2700
1,23,8,0,0,1,1,0.0000,1713.1500,4232.3090
1,18,10,1,0,0,1,2143.4110,1784.2740,11141.3900
1,29,12,1,0,0,0,10881.9400,1817.2840,0.0000
1,26,11,0,0,0,1,0.0000,2226.2660,13385.8600
1,24,9,1,0,0,1,9154.7000,2288.6750,4849.5590
1,25,12,1,0,0,0,14426.7900,2409.2740,0.0000
1,24,10,1,0,0,1,4250.4020,2421.9470,1660.5080
1,46,8,1,0,0,1,3165.6580,2594.7230,0.0000
1,31,12,0,0,0,0,0.0000,2611.2180,2484.5490
1,19,11,1,0,0,1,2305.0260,2615.2760,4146.6030
1,19,8,1,0,0,1,0.0000,2657.0570,9970.6810
1,27,11,1,0,0,1,2206.9400,2666.2740,0.0000
1,26,11,1,0,1,1,0.0000,2754.6460,26372.2800
1,20,10,1,0,0,1,5005.7310,2777.3550,5615.1890
1,28,10,1,0,0,1,0.0000,2836.5060,3196.5710
1,24,12,1,0,0,0,13765.7500,2842.7640,6167.6810
1,19,8,1,0,0,1,2636.3530,2937.2640,7535.9420
1,23,12,1,0,0,0,6269.3410,3039.9600,8484.2390
1,42,9,1,0,1,1,0.0000,3058.5310,1294.4090
1,25,13,1,0,0,0,12362.9300,3090.7320,0.0000
1,18,9,1,0,0,1,0.0000,3287.3750,5010.3420
1,21,12,1,0,0,0,6473.6830,3332.4090,9371.0370
1,27,10,1,0,0,1,1001.1460,3550.0750,0.0000
1,21,8,1,0,0,1,989.2678,3695.8970,4279.6130
1,22,9,1,0,0,1,2192.8770,3836.9860,3462.5640
1,31,4,1,0,0,1,8517.5890,4023.2110,7382.5490
1,24,10,1,0,1,1,11703.2000,4078.1520,0.0000
1,29,10,1,0,0,1,0.0000,4398.9500,0.0000
1,29,12,1,0,0,0,9748.3870,4878.9370,10976.5100
1,19,10,0,0,0,1,0.0000,5324.1090,13829.6200
1,19,11,0,1,1,1,5424.4850,5463.8030,6788.4630
1,31,9,1,0,0,1,10717.0300,5517.8410,9558.5010
1,22,10,1,0,1,1,1468.3480,5588.6640,13228.2800
1,21,9,1,0,0,1,6416.4700,5749.3310,743.6666
1,17,10,1,0,0,1,1291.4680,5793.8520,5522.7880
1,26,12,1,0,1,0,8408.7620,5794.8310,1424.9440
1,20,9,0,1,0,1,12260.7800,5875.0490,1358.6430
1,19,10,1,0,0,1,4121.9490,6056.7540,0.0000
1,26,10,1,0,0,1,25929.6800,6788.9580,672.8773
1,28,11,1,0,0,1,1929.0290,6871.8560,0.0000
1,22,12,0,1,1,0,492.2305,7055.7020,10092.8300
1,33,11,1,0,0,1,0.0000,7867.9160,6281.4330
1,22,12,0,0,0,0,6759.9940,8455.5040,12590.7100
1,29,10,0,1,0,1,0.0000,8853.6740,5112.0140
1,33,12,1,0,1,0,20279.9500,10941.3500,15952.6000
1,25,14,1,0,1,0,35040.0700,11536.5700,36646.9500
1,35,9,1,0,1,1,13602.4300,13830.6400,12803.9700
1,35,8,1,0,1,1,13732.0700,17976.1500,3786.6280
1,33,11,1,0,1,1,14660.7100,25142.2400,4181.9420
0,23,10,1,0,0,1,0.0000,0.0000,0.0000
0,26,12,0,0,0,0,0.0000,0.0000,12383.6800
0,22,9,1,0,0,1,0.0000,0.0000,0.0000
0,18,9,1,0,0,1,0.0000,0.0000,10740.0800
0,45,11,1,0,0,1,0.0000,0.0000,11796.4700
0,18,9,1,0,0,1,0.0000,0.0000,9227.0520
0,24,8,0,0,0,1,0.0000,0.0000,10569.2700
0,34,11,1,0,1,1,0.0000,0.0000,6040.3350
0,24,4,0,1,0,1,0.0000,0.0000,3880.8330
0,36,10,1,0,0,1,0.0000,0.0000,0.0000
0,21,14,1,0,0,0,0.0000,0.0000,5775.0620
0,28,9,1,0,0,1,0.0000,0.0000,0.0000
0,27,7,1,0,1,1,0.0000,0.0000,0.0000
0,19,11,0,0,0,1,0.0000,0.0000,0.0000
0,20,8,1,0,0,1,0.0000,0.0000,0.0000
0,34,12,1,0,0,0,0.0000,0.0000,2113.7220
0,24,10,1,0,0,1,0.0000,0.0000,7618.6390
0,22,8,0,1,0,1,0.0000,0.0000,9920.9450
0,25,11,1,0,0,1,0.0000,0.0000,4196.3750
0,39,9,1,0,0,1,0.0000,0.0000,0.0000
0,19,9,1,0,1,1,0.0000,0.0000,16658.2500
0,44,9,1,0,0,1,0.0000,0.0000,9722.0030
0,27,8,1,0,0,1,0.0000,0.0000,3783.6600
0,25,8,1,0,0,1,0.0000,0.0000,3515.9290
0,31,10,1,0,0,1,0.0000,0.0000,17014.5900
0,34,10,1,0,1,1,0.0000,0.0000,0.0000
0,21,7,0,1,0,1,0.0000,0.0000,0.0000
0,33,12,1,0,0,0,0.0000,0.0000,5970.2570
0,18,10,0,1,0,1,0.0000,0.0000,1859.1670
0,26,12,1,0,1,0,0.0000,0.0000,6191.9430
0,31,12,1,0,0,0,0.0000,0.0000,7284.3940
0,35,10,1,0,0,1,0.0000,0.0000,445.8309
0,20,12,1,0,0,0,0.0000,0.0000,0.0000
0,25,11,1,0,0,1,0.0000,0.0000,0.0000
0,25,10,1,0,0,1,0.0000,0.0000,7367.0400
0,35,11,1,0,0,1,0.0000,0.0000,0.0000
0,20,10,1,0,0,1,0.0000,0.0000,2015.5030
0,25,9,0,1,0,1,0.0000,0.0000,15791.1300
0,27,10,1,0,0,1,0.0000,0.0000,1135.4700
0,20,11,0,1,0,1,0.0000,0.0000,6378.7200
0,26,11,1,0,0,1,0.0000,0.0000,7176.1870
0,38,8,1,0,0,1,0.0000,0.0000,0.0000
0,34,10,1,0,0,1,0.0000,0.0000,7952.5400
0,19,12,1,0,0,0,0.0000,0.0000,0.0000
0,32,8,1,0,0,1,0.0000,0.0000,7152.1320
0,20,9,0,1,0,1,0.0000,0.0000,8329.8230
0,23,10,1,0,0,1,0.0000,0.0000,0.0000
0,38,10,1,0,0,1,0.0000,0.0000,12429.9100
0,24,11,1,0,0,1,0.0000,0.0000,0.0000
0,23,11,1,0,0,1,0.0000,0.0000,5088.7600
0,20,7,0,1,0,1,0.0000,0.0000,4374.0400
0,21,11,1,0,0,1,0.0000,0.0000,1553.2910
0,25,10,1,0,0,1,0.0000,0.0000,0.0000
0,22,11,1,0,1,1,0.0000,0.0000,1698.3040
0,23,11,1,0,0,1,0.0000,0.0000,0.0000
0,24,12,0,0,0,0,0.0000,0.0000,11294.6300
0,29,11,1,0,0,1,0.0000,0.0000,0.0000
0,24,11,1,0,0,1,0.0000,0.0000,14626.3900
0,22,9,1,0,0,1,0.0000,0.0000,12898.3800
0,28,11,1,0,0,1,0.0000,0.0000,5767.1330
0,18,10,0,1,0,1,0.0000,0.0000,6527.9190
0,26,10,1,0,0,1,0.0000,0.0000,3931.2380
0,25,10,1,0,0,1,0.0000,0.0000,20942.2400
0,24,10,1,0,0,1,0.0000,0.0000,0.0000
0,26,5,1,0,0,1,0.0000,0.0000,0.0000
0,36,10,1,0,0,1,0.0000,0.0000,14690.3500
0,22,11,1,0,0,1,0.0000,0.0000,0.0000
0,25,12,1,0,0,0,0.0000,0.0000,3418.0970
0,27,11,1,0,0,1,0.0000,0.0000,11197.3400
0,29,8,1,0,0,1,0.0000,0.0000,0.0000
0,24,12,1,0,0,0,0.0000,0.0000,0.0000
0,22,10,1,0,0,1,0.0000,0.0000,0.0000
0,24,7,1,0,0,1,0.0000,0.0000,1455.6900
0,29,12,1,0,0,0,0.0000,0.0000,1890.9370
0,25,11,0,1,1,1,0.0000,0.0000,4485.6160
0,30,12,1,0,0,0,0.0000,0.0000,13613.3500
0,22,8,1,0,0,1,0.0000,0.0000,1390.5090
0,55,3,1,0,0,1,0.0000,0.0000,5843.7960
0,20,10,1,0,0,1,0.0000,0.0000,8598.5220
0,34,11,1,0,0,1,0.0000,0.0000,2920.1990
0,22,12,1,0,0,0,0.0000,0.0000,0.0000
0,32,12,0,1,1,0,0.0000,0.0000,6735.3200
0,31,10,1,0,0,1,0.0000,0.0000,0.0000
0,18,9,1,0,0,1,0.0000,0.0000,0.0000
0,50,10,0,1,0,1,0.0000,0.0000,0.0000
0,25,11,1,0,1,1,0.0000,0.0000,44.7555
0,23,10,1,0,1,1,0.0000,0.0000,0.0000
0,38,10,1,0,0,1,0.0000,0.0000,0.0000
0,25,10,1,0,1,1,0.0000,0.0000,3701.8120
0,42,10,1,0,0,1,0.0000,0.0000,6930.3360
0,39,12,1,0,1,0,0.0000,0.0000,3795.7990
0,34,13,1,0,1,0,0.0000,0.0000,5193.2470
0,24,7,1,0,0,1,0.0000,0.0000,2193.5280
0,32,11,1,0,0,1,0.0000,0.0000,11120.5300
0,27,13,1,0,0,0,0.0000,0.0000,7609.5180
0,26,10,1,0,0,1,0.0000,0.0000,2169.0270
0,44,11,1,0,0,1,0.0000,0.0000,0.0000
0,25,11,1,0,0,1,0.0000,0.0000,1264.2320
0,25,12,1,0,0,0,0.0000,0.0000,0.0000
0,28,12,1,0,1,0,0.0000,0.0000,0.0000
0,32,10,1,0,0,1,0.0000,0.0000,0.0000
0,22,10,1,0,0,1,0.0000,0.0000,0.0000
0,19,9,1,0,0,1,0.0000,0.0000,5712.6430
0,31,10,1,0,1,1,0.0000,0.0000,0.0000
0,23,11,1,0,0,1,0.0000,0.0000,0.0000
0,33,11,1,0,0,1,0.0000,0.0000,0.0000
0,27,10,1,0,0,1,0.0000,0.0000,1184.8820
0,29,11,1,0,1,1,0.0000,0.0000,10225.8800
0,23,10,1,0,0,1,0.0000,0.0000,0.0000
0,25,9,1,0,1,1,0.0000,0.0000,4715.3710
0,25,10,1,0,0,1,0.0000,0.0000,289.7899
0,24,10,1,0,0,1,0.0000,0.0000,0.0000
0,28,8,0,0,0,1,0.0000,0.0000,8190.4210
0,26,6,1,0,0,1,0.0000,0.0000,4813.0500
0,30,14,1,0,1,0,0.0000,0.0000,7344.6780
0,25,10,1,0,1,1,0.0000,0.0000,0.0000
0,29,11,1,0,1,1,0.0000,0.0000,0.0000
0,25,12,1,0,1,0,0.0000,0.0000,0.0000
0,28,13,1,0,0,0,0.0000,0.0000,0.0000
0,23,11,1,0,0,1,0.0000,0.0000,4350.9070
0,54,11,1,0,0,1,0.0000,0.0000,7812.5220
0,33,5,0,1,0,1,0.0000,0.0000,0.0000
0,20,8,1,0,0,1,0.0000,0.0000,3644.6550
0,45,9,1,0,0,1,0.0000,0.0000,4844.8030
0,39,6,1,0,0,1,0.0000,0.0000,0.0000
0,26,12,1,0,0,0,0.0000,0.0000,0.0000
0,23,10,1,0,0,1,0.0000,0.0000,0.0000
0,27,12,0,0,0,0,0.0000,0.0000,14792.9000
0,33,9,0,1,1,1,0.0000,0.0000,0.0000
0,25,10,1,0,1,1,0.0000,0.0000,0.0000
0,23,8,1,0,0,1,0.0000,0.0000,3746.7010
0,18,8,1,0,0,1,0.0000,0.0000,1568.1500
0,17,8,1,0,0,1,0.0000,0.0000,7010.4440
0,19,9,0,1,0,1,0.0000,0.0000,3811.6830
0,18,8,0,1,0,1,0.0000,0.0000,10798.5600
0,18,11,1,0,0,1,0.0000,0.0000,4657.2730
0,17,11,1,0,0,1,0.0000,0.0000,8551.5330
0,19,10,1,0,0,1,0.0000,0.0000,4309.8780
0,19,10,1,0,0,1,0.0000,0.0000,5286.3960
0,18,9,1,0,0,1,0.0000,0.0000,12486.1700
0,18,9,1,0,0,1,0.0000,0.0000,10877.3500
0,18,10,1,0,0,1,0.0000,0.0000,202.2847
0,17,10,1,0,0,1,0.0000,0.0000,2657.7050
0,18,7,1,0,0,1,0.0000,0.0000,4132.5770
0,18,11,1,0,0,1,0.0000,0.0000,11303.1400
0,19,10,0,1,0,1,0.0000,0.0000,0.0000
0,18,9,1,0,0,1,0.0000,0.0000,0.0000
0,17,10,1,0,0,1,0.0000,0.0000,0.0000
0,17,10,1,0,0,1,0.0000,0.0000,2189.4260
0,19,11,1,0,0,1,0.0000,0.0000,0.0000
0,17,8,0,0,0,1,0.0000,0.0000,10210.9900
0,18,10,1,0,0,1,0.0000,0.0000,11048.0800
0,18,9,1,0,0,1,0.0000,0.0000,0.0000
0,17,8,1,0,0,1,0.0000,0.0000,8993.8650
0,19,6,0,1,0,1,0.0000,0.0000,5071.8010
0,19,10,0,0,0,1,0.0000,0.0000,3194.0100
0,17,11,0,0,0,1,0.0000,0.0000,0.0000
0,20,9,1,0,0,1,0.0000,0.0000,5193.0890
0,17,9,1,0,0,1,0.0000,0.0000,0.0000
0,17,10,1,0,0,1,0.0000,0.0000,275.5661
0,17,9,1,0,0,1,0.0000,0.0000,3590.7020
0,19,11,1,0,0,1,0.0000,0.0000,0.0000
0,19,10,1,0,1,1,0.0000,0.0000,12797.6700
0,20,9,1,0,0,1,0.0000,0.0000,2035.9140
0,18,9,1,0,0,1,0.0000,0.0000,2389.6790
0,18,11,1,0,0,1,0.0000,0.0000,0.0000
0,17,10,0,1,0,1,0.0000,0.0000,8469.2750
0,19,11,1,0,0,1,0.0000,0.0000,0.0000
0,17,10,1,0,0,1,0.0000,0.0000,1143.3870
0,17,9,0,1,0,1,0.0000,0.0000,5114.8140
0,18,10,1,0,0,1,0.0000,0.0000,781.2243
0,21,9,1,0,0,1,591.4991,0.0000,3343.2240
0,18,10,1,0,0,1,1563.2490,0.0000,9602.4390
0,19,11,1,0,0,1,1626.6230,0.0000,0.0000
0,24,9,1,0,0,1,2788.4980,0.0000,16461.5700
0,28,11,0,1,1,1,3472.9480,0.0000,6771.6220
0,25,11,1,0,0,1,5281.2450,0.0000,0.0000
0,21,7,1,0,0,1,33799.9500,0.0000,11011.5700
0,39,11,1,0,0,1,0.0000,83.6896,0.0000
0,36,12,1,0,0,0,0.0000,142.3973,0.0000
0,24,12,1,0,0,0,0.0000,159.8847,0.0000
0,17,11,1,0,0,1,989.2678,165.2077,4251.1270
0,18,10,1,0,0,1,960.4268,240.1067,2891.6680
0,18,10,1,0,0,1,0.0000,273.5525,5514.3650
0,28,10,1,0,0,1,1471.2930,367.8234,4858.8950
0,27,13,0,0,0,0,5214.3060,474.5018,4812.5760
0,31,12,0,0,0,0,0.0000,494.6430,0.0000
0,22,9,1,0,0,1,0.0000,506.4076,604.1987
0,31,10,1,0,0,1,0.0000,520.4463,14527.8800
0,26,10,1,0,1,1,6140.3670,558.7734,0.0000
0,18,9,0,0,0,1,0.0000,559.5960,7300.4980
0,23,11,1,0,0,1,6382.3090,580.7901,0.0000
0,20,12,1,0,0,0,0.0000,591.8151,4159.9190
0,19,10,1,0,0,1,0.0000,604.1539,0.0000
0,18,11,1,0,0,1,1064.6990,645.2723,5497.5910
0,17,10,1,0,0,1,0.0000,664.5690,0.0000
0,27,12,1,0,1,0,0.0000,752.3901,0.0000
0,27,11,1,0,0,1,3065.1940,766.2986,0.0000
0,28,12,0,0,0,0,0.0000,803.3430,16477.0200
0,28,11,1,0,0,1,2431.9490,863.4795,0.0000
0,21,10,1,0,0,1,6661.0630,1162.3620,39483.5300
0,17,10,0,1,0,1,4905.1190,1168.9020,11306.2700
0,26,11,1,0,0,1,4699.9630,1174.9910,6672.0210
0,29,9,1,0,0,1,0.0000,1203.8240,9378.6530
0,17,10,0,1,0,1,1203.6090,1239.6280,5088.9860
0,22,11,1,0,0,1,7914.1310,1321.6600,2639.2900
0,24,11,1,0,0,1,0.0000,1327.9930,9495.9020
0,20,12,1,0,0,0,557.6988,1371.4730,20893.1100
0,18,12,1,0,0,0,0.0000,1405.5120,0.0000
0,24,11,0,0,0,1,2669.7250,1468.3830,10361.6900
0,21,9,0,0,0,1,2988.4120,1577.1670,1740.1990
0,30,8,1,0,0,1,0.0000,1706.6570,0.0000
0,31,11,1,0,0,1,17711.8800,1726.4450,0.0000
0,17,10,0,1,0,1,1442.6810,1734.5590,6354.1940
0,19,9,1,0,0,1,8409.6270,1778.0890,7171.0000
0,23,11,1,0,0,1,0.0000,1896.0230,5573.5470
0,22,12,1,0,0,0,4380.0170,2003.6800,439.6881
0,29,12,1,0,0,0,22859.4400,2080.2090,16969.9500
0,22,10,1,0,0,1,0.0000,2174.9550,5344.0210
0,29,13,1,0,0,0,718.2492,2265.5790,2725.3220
0,19,11,1,0,0,1,721.3406,2445.5890,9772.2830
0,17,9,1,0,0,1,0.0000,2595.2670,0.0000
0,18,10,1,0,0,1,1716.5090,2682.1250,0.0000
0,19,12,1,0,0,0,8417.0000,2814.1950,1720.9070
0,20,6,1,0,0,1,6006.8790,2850.6100,0.0000
0,33,11,1,0,0,1,10523.8300,2899.8200,18859.8900
0,36,11,0,1,0,1,5443.7340,3063.8780,1324.5420
0,25,11,1,0,0,1,15209.9900,3072.7260,284.6584
0,19,11,1,0,0,1,3504.0140,3285.6800,11195.9300
0,23,8,1,0,0,1,7724.2830,3403.0560,0.0000
0,17,11,1,0,0,1,4080.7300,3796.0290,0.0000
0,43,10,1,0,0,1,2502.8680,4128.4430,7565.2730
0,26,11,1,0,1,1,0.0000,4184.7320,0.0000
0,27,11,1,0,1,1,0.0000,4491.8840,0.0000
0,19,11,1,0,0,1,6337.4920,4503.0640,0.0000
0,28,11,1,0,1,1,8593.1630,5393.8950,4974.5860
0,28,12,1,0,1,0,10585.1300,5551.4560,12780.0200
0,26,8,1,0,0,1,1126.2900,5562.5980,3523.5780
0,31,12,1,0,0,0,0.0000,5613.9090,0.0000
0,23,11,1,0,0,1,7617.3620,5716.4070,10274.8400
0,20,12,1,0,0,0,7182.4920,6004.7280,4779.7200
0,28,10,1,0,1,1,8293.3450,6449.4800,16988.1800
0,39,12,1,0,1,0,19785.3200,6608.1370,499.2572
0,21,8,1,0,0,1,39570.6800,6608.3040,3083.5810
0,22,11,1,0,0,1,8810.0670,6974.4840,3708.7190
0,20,11,1,0,0,1,8009.1640,7666.8750,7659.2180
0,21,11,0,1,0,1,2992.5340,8920.4710,20857.8400
0,23,12,0,1,0,0,5721.6960,8960.6840,7078.1780
0,29,9,1,0,0,1,9268.9430,9160.6930,0.0000
0,28,9,1,0,1,1,10222.4100,9210.4470,1239.8440
0,30,11,1,0,1,1,0.0000,9311.9380,3982.8010
0,25,10,1,0,1,1,13519.9700,9319.4440,0.0000
0,28,11,1,0,1,1,824.3889,10033.9100,0.0000
0,22,10,0,0,0,1,27864.3600,10598.6700,7094.9200
0,44,9,1,0,1,1,12260.7800,10857.2400,12359.3100
0,21,9,1,0,0,1,31886.4300,12357.2200,0.0000
0,28,11,1,0,0,1,17491.4500,13371.2500,0.0000
0,29,9,0,1,0,1,9594.3080,16341.1600,16900.3000
0,25,9,1,0,1,1,24731.6200,16946.6300,7343.9640
0,22,10,0,0,1,1,25720.9200,23031.9800,5448.8010
